url,type
associatedcontent.com/article/429513/best_and_worst_sushi_in_the_rockridge.html,non - malicious
borealbirds.org/,non - malicious
http://sourceforge.net/directory/add_facet_filter?facet=language&constraint=Visual+Basic+.NET,non - malicious
linkedin.com/pub/edward-dumont/12/924/b3,non - malicious
http://www.bbs1wob.de/neuigkeiten/12-aktuelles/25-schulfest-mit-vielen-aktionen-rund-um-das-motto-schule-ohne-rassismus-schule-mit-courage.html,malicious
http://www.gonzalespd.org/index.php?option=com_jcalpro&Itemid=41&extmode=day&date=2013-03-03,malicious
trn.trains.com/en/Railroad%20News/News%20Wire/2011/10/Nickel%20Plate%20765%20rebuilding%20anniversary%20marked.aspx,non - malicious
http://3cf.ru/2015/07/21/hokkei-vladislav-tretiak-vydvinem-rotenberga-na-post-predsedatelia-pravleniia-fhr/,malicious
http://fazenda.gov.br/banners-rodape/arquivos/processos-de-contas-anuais-1/rg_se_2007.pdf/view?searchterm=imposto,non - malicious
facebook.com/people/Jun-Matsumoto/553652353,non - malicious
zoominfo.com/people/Barbot_Oxiris_354146489.aspx,non - malicious
gainsbourgfilm.com/,non - malicious
yp.eastvalleytribune.com/mesa+az/butcher+shops.zq.html,non - malicious
http://www.fagnaniebertagnoli.it/Table/Filtri/index.html,malicious
belpolitik.com/blog.php/476,non - malicious
fanpop.com/spots/chuck/quiz/show/2487/what-country-actress-yvonne-strahovski-who-plays-sarah-walker-from,non - malicious
en.wikipedia.org/wiki/So_You_Think_You_Can_Dance_Canada_(season_1),non - malicious
http://www.africaonline.co.zw/index.php?option=com_content&view=article&id=46:consumer-solutions&catid=34:consumer-solutions&Itemid=34,malicious
http://www.papamusilisafaris.eu/component/products/index.html?productsTask=productsDetails&catid=2&productsId=11,malicious
danasease.blogspot.com/,non - malicious
english.turkcebilgi.com/Thomas+Stewart,non - malicious
shipparade.com/cruise%20reviews/costa_concordia/Costa_Concordia.htm,non - malicious
irvin.psu.edu/,non - malicious
uwgb.edu/wisfrench/library/bibliog.htm,non - malicious
annistonstar.com/view/full_story/16535152/article-George-Smith---Looking-for-me--I%E2%80%99m-out-in-the-%E2%80%98barn%E2%80%99-?instance=home_news,non - malicious
http://www.vmsdoorsolutions.nl/references.html,malicious
judgepedia.org/index.php/Francis_Van_Dusen,non - malicious
http://opttoys24.ru/index.php?page=shop.product_details&category_id=43&flypage=flypage.tpl&product_id=837&option=com_virtuemart&Itemid=5,malicious
gametrailers.com/video/boar-boss-dark-souls/721627,non - malicious
healthvermont.gov/apps/restaurant_scores/RestaurantScores.aspx,non - malicious
http://otomoto.pl/oferta/hds-v-kran-37-do-drewna-chwytak-platforma-z-konicami-dzwig-do-lasu-cena-do-negocjacji-ID6y3Gvz.html,non - malicious
blockbuster.com/browse/catalog/personDetails/198032,non - malicious
en.wikipedia.org/wiki/Category:Populated_places_established_in_1881,non - malicious
udecodocs.net,malicious
mirmetalla.by,malicious
screenwriter.com/scriptworld.html,non - malicious
http://www.f17.info/index.php?option=com_content&view=article&id=47&Itemid=87,malicious
weather.com/life/ski/,non - malicious
http://jetrack.net/Index.php/divine-products/sampurna-mahayantras.html,malicious
familypedia.wikia.com/wiki/Deaf_Smith_County%2C_Texas,non - malicious
tonytomassi.com/,non - malicious
ckuik.com/Jean_Leloup,non - malicious
choreha.normblogs.com/,non - malicious
en.wikipedia.org/wiki/Colorado_Avalanche,non - malicious
samstephens.tripod.com/gould.html,non - malicious
itunes.apple.com/us/album/libra-scale-deluxe-edition/id404059731,non - malicious
torrentdeluxe.com/torrents/195273-ne-yo-libra-scale-cdrip-full-album-2010.html,non - malicious
http://emgn.com/entertainment/what-was-intended-as-a-dirty-doodler-ended-up-being-much-much-better/,non - malicious
reed.edu/faculty_pages.html,non - malicious
http://www.versverwerktegroenten.nl/info-groenten/rode-biet.html,malicious
http://kenh14.vn/2-tek/nhung-dac-diem-dang-chu-y-nhat-tren-tung-phien-ban-android-20141027125833646.chn,non - malicious
mcdanielathletics.com/sports/fball/history/captains,non - malicious
http://www.sprintcar.ro/accesorii-vopsitorie/produse-pentru-mascare/104-huse.html,malicious
http://mashable.com/category/international-space-station/2014/01/01/iss-astronauts-earth-happy-new-year-space,non - malicious
heavymetalmessenger.wordpress.com/2011/07/10/iron-maidens-all-female-maiden-tribute-interview-from-brazil-former-motorhead-guitarist-wurzel-dead-at-61-def-leppard-singers-father-passes-away/,non - malicious
http://appleid.apple.co.uk.cgi-bin.webobjects.myappleid.woa.verify7.id8-eu.net/identify-customer=kywBlEv70hLsCfqcF5SRxUaWWDLD6ob4XTJ2xqhycnAX9kiMlQpGJ96lzjZYeoX4Qh3UiiDRiFK21jVroSZADhkZXyTg29HIMF78/,malicious
http://annviviskennel.net/index.html,malicious
http://www.planet-fitness.it/index.php?option=com_content&view=article&id=72&Itemid=41&vsig72_0=28,malicious
http://kotaku.com/when-medieval-combat-meets-ufc-1699649567/1699846205/templates/closure/,non - malicious
hedvigbourbon.com/,non - malicious
missouri.rivals.com/cviewplayer.asp?Player=36358,non - malicious
cheapoair.com/travel/cheap-flights/air-canada-AC.html,non - malicious
hockeydb.com/vb/showthread.php?t=10120,non - malicious
spokeo.com/Kenneth+Hoffmann,non - malicious
nationalregisterofhistoricplaces.com/MI/Wayne/districts.html,non - malicious
composersinc.org/martinrokeach.html,non - malicious
kctwistersvolleyball.com/,non - malicious
facebook.com/matcarette,non - malicious
thefullwiki.org/Sertraline,non - malicious
property.trovit.ca/for-rent-apartment-ville-emard,non - malicious
wn.com/Los_Angeles_Galaxy,non - malicious
amazon.com/Enterprise-Messaging-Using-JMS-WebSphere/dp/0131468634,non - malicious
http://www.marketingendesign.nl/recap2010/83-programma-2011,malicious
baseball-reference.com/leaders/home_runs_per_nine_progress.shtml,non - malicious
disney.wikia.com/wiki/Disney_Channel,non - malicious
clinicsearch.org/mammography/ohio/lima_memorial_health_system.html,non - malicious
drivewire.com/model/chevrolet-el-camino/,non - malicious
http://myhealthbrand.com/index.php?page=shop.product_details&flypage=flypage.tpl&product_id=29&category_id=6&option=com_virtuemart&Itemid=9999&lang=bg,malicious
kidsspace.torontopubliclibrary.ca/genCategory15939.html,non - malicious
theintelligencer.net/page/content.detail/id/52544/Chlebek-Made-His-Mark-With-Wheeling-Ironmen.html,non - malicious
http://www.philharmonia-chor-stuttgart.de/konzerte/rueckblick/117-samstag-3-dezember-2011,malicious
hockeyfights.com/leaders/players/33/reg2009,non - malicious
comedybritain.co.uk/comedians,non - malicious
http://www.afotiadis.gr/index.php/el/electric,malicious
qtmbuilders.com/locations.html,non - malicious
illinoislottery.com/Games/OnLineRules.htm,non - malicious
http://haktari.com/index.php?option=com_content&view=article&id=79&Itemid=153&reset-settings,malicious
christianmuralist.com,malicious
houmatoday.com/article/20111110/WIRE/111119996?Title=New-TV-shows-strive-to-avoid-Thanksgiving-chopping-block,non - malicious
sports.yahoo.com/nhl/teams/pit/transactions?month=9,non - malicious
http://interpark.com/displaycorner/FreeMarket.do?_method=itemCateList&free1=pc&free2=007001006001&free3=item&disp_no=007001006001,non - malicious
nspsjadugoda.com,malicious
btjunkie.org/torrent/Cryptopsy-discography/5575ebad4f4e5fcc9ba69c991e7c85793f91a0f5bdb5,non - malicious
mylife.com/sonjapoppstahly,non - malicious
brendanfay.com/,non - malicious
legal-dictionary.thefreedictionary.com/Charles+Evans+Whittaker,non - malicious
stlyrics.com/songs/t/tavares22100/morethanawoman569514.html,non - malicious
pinnacle-travel.org/british-columbia/history-culture.htm,non - malicious
cheapatlanticcity.com/atlantic-city-casinos/showboat-casino,non - malicious
folkartmuseum.org/,non - malicious
grapeland.com/History/houstoncounty.html,non - malicious
leorochabrasil.com.br,malicious
publicrecords.com/people-search-records/christopher-bolen,non - malicious
answers.yahoo.com/question/index?qid=20091023042840AAEUA5m,non - malicious
flickr.com/photos/80651083@N00/5232169786/,non - malicious
http://torcache.net/torrent/B04A932DA73946BDFF11573802B521B3CB6AC429.torrent?title=[kickass.to]xilisoft.video.converter.ultimate.v7.7.0.build.20121224.keygen,non - malicious
jobs.iccsafe.org/c/search_results.cfm?site_id=429,non - malicious
fleurdelis.com/royal.htm,non - malicious
http://www.timali.com/our-agents/salvador-caraballo,malicious
lakevermilionmn.com/,non - malicious
campingfrance.org.uk/index.php?page=item&itemID=668,non - malicious
jesusfreakhideout.com/artists/Project86.asp,non - malicious
last.fm/music/Messy+Marv/_/Messy+Marv+-+Doin+The+Most+(ft.+Selau),non - malicious
http://himado.in/?keyword=%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%BB%E3%83%B3%E3%82%BF%E3%83%BCCX,non - malicious
us.creative.com/products/,non - malicious
simple.wikipedia.org/wiki/16th_century,non - malicious
amazon.com/Upstairs-Downstairs-Fourth-Season-VHS/dp/076700941X,non - malicious
myworld.ebay.com/empire-1-collectibles/,non - malicious
http://www.thera-tan-massagen.de/x.txt,malicious
celebritydetective.com/Profile-Royce-Clayton.html,non - malicious
http://ama-rs.acimovic.info/templates/beez/sample.htm,malicious
metalinjection.net/tour-dates/carnifex-beneath-massacre-ruins-tour-europe-bonecrusher-fest-2012,non - malicious
lyricstime.com/axel-rudi-pell-the-clown-is-dead-lyrics.html,non - malicious
zediah.ps,malicious
http://sourceforge.net/directory/communications/add_facet_filter?facet=license&constraint=OSI-Approved+Open+Source,non - malicious
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=DESC&db=dprobert&id=I72,non - malicious
soccernet.espn.go.com/player/_/id/42042/roberto-soldado,non - malicious
evoke.ro/,non - malicious
http://www.bruynzeelmultipanel.be/index.php?option=com_content&view=article&id=20&Itemid=21,malicious
brooklynitalians.org/,non - malicious
chase-confirm1.ip-ipa.com,malicious
spagettioos.blogspot.com/2010/05/it-seems-like-frances-bean-cobain-is.html,non - malicious
lawyers.com/Alberta/Calgary/Fraser-Milner-Casgrain-LLP-1289006-f.html,non - malicious
zimbio.com/Felicia+Farr/video/pro,non - malicious
http://9779.info/%E5%89%AA%E8%B4%B4%E7%94%BB%E5%9B%BE%E7%89%87%E5%A4%A7%E5%85%A8/,malicious
http://www.affordable-adult-vacations.com/forum/showthread.php?goto=newpost&t=1144,malicious
sonofcodmansquare.blogspot.com/,non - malicious
us.macmillan.com/womengenderanddevelopmentinthecaribbean/PatriciaEllis,non - malicious
http://www.art-ecology-education.org/de/aee--org-topmenu-48.html,malicious
http://amusementlamp.com/en/Product-6.html,malicious
wedluxe.com/index.cfm?pagepath=Editor_s_Blog&id=6997&modeX=Cat&modeXval=B40D8232-A575-8DF4-B3F7224025CB4680,non - malicious
http://engine32truck16.com/component/mailto/index.html?tmpl=component&link=51b8c076d939fbae34108184255ea60af79d52bc,malicious
famegame.com/event/HOLIDAY_HOUSE_Gala_Preview_Party_benefiting_the_Great_NYC_affiliate_of_SUSAN_G__KOMEN_for_THE_CURE/2008-11-03/,non - malicious
evri.com/organization/naval-air-force-0x54ea7d,non - malicious
http://torrentdn.com/bbs/s.php?bo_table=torrent_tv&wr_id=80722&k=%EB%AA%A9%EC%86%8C%EB%A6%AC&page=1,non - malicious
myspace.com/oppressedlogic/music/songs/ones-that-control-52087272,non - malicious
usgennet.org/usa/ga/county/macon/Obits/obits_R.htm,non - malicious
facebook.com/nichedesignsinc,non - malicious
hddregenerator.net/hdd-regenerator-at-work.html,non - malicious
facebook.com/people/Andrew-Moran/1613771184,non - malicious
scrapmetalpricesandauctions.com/2011/10/scrap-steel-h2-hms-and-iron-prices-fall-a-little/,non - malicious
lib.berkeley.edu/MRC/Musicalsfilm.html,non - malicious
http://www.zuzatravel.pl/component/k2/itemlist/tag/ognisko.html,malicious
app-epicgamespaypi24829931.com,malicious
video.citytv.com/video/detail/981188937001.000000/yannick-bisson/,non - malicious
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5saWNlb3BhcnJvcXVpYWxzYW5ncmVnb3Jpb21hZ25vLmVkdS5jby9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD00NDpwZWR1Y2F0aXZhJmNhdGlkPTQzOnByb3B1ZXN0YSZJdGVtaWQ9NTg=,malicious
moslemkids.com/,non - malicious
atotx.com/,non - malicious
music.yahoo.com/ella-fitzgerald/,non - malicious
mlsdraft.com/2010/01/mls-waivers-rules.html,non - malicious
moonpathtarot.tripod.com/bigsecretrecords/,non - malicious
schulich.ucalgary.ca/mechanical/MarceloEpstein,non - malicious
amazon.com/Air-Medal-Cal-Page/dp/096649170X,non - malicious
devonheritage.org/Places/DevonCounty/DevonmenwhodiedinthesinkingofHMSLaurentic.htm,non - malicious
thestranger.com/seattle/money-talks/Content?oid=1771,non - malicious
usu.edu/whq/raspr2004.htm,non - malicious
metrolyrics.com/fast-movin-train-lyrics-restless-heart.html,non - malicious
bic.mni.mcgill.ca/,non - malicious
danahenderson.com/,non - malicious
dailynews.com/news/ci_19238554,non - malicious
loopnet.com/Listing/14334157/Off-South-University-Avenue-property-wraps-around-Post-Office-building-close-to-Dorsey-s-Knob-Morgantown-WV/,non - malicious
http://www.alarmstore.com.br/index.php?option=com_virtuemart&page=shop.browse&category_id=8&Itemid=54,malicious
http://www.portaflores.com/index.php?option=com_virtuemart&page=shop.browse&category_id=34&Itemid=29,malicious
hfboards.com/showthread.php?t=889937&goto=newpost,non - malicious
usidentify.com/l/maughn,non - malicious
legacy.com/obituaries/providence/obituary-preview.aspx?n=robert-choquette&pid=153259507&referrer=519,non - malicious
chicitysports.com/2011/09/28/chicago-blackhawks-start-of-season-giveaway/,non - malicious
vinylcollective.proboards.com/index.cgi?board=etc&amp;action=display&amp;thread=71016,non - malicious
worthpoint.com/worthopedia/32-vintage-topps-bowman-stan-musial-1953-ruth,non - malicious
websters-online-dictionary.org/definitions/Kenyon?cx=partner-pub-0939450753529744%3Av0qd01-tdlq&cof=FORID%3A9&ie=UTF-8&q=Kenyon&sa=Search,non - malicious
brownpapertickets.com/event/119194,non - malicious
elvispelvis.com/charlesbrown.htm,non - malicious
ca.linkedin.com/pub/amy-allen/23/585/a35,non - malicious
archive.org/stream/publicofficialso1920bost/publicofficialso1920bost_djvu.txt,non - malicious
linkedin.com/pub/jay-kimmelman/0/0/b83,non - malicious
en.wikipedia.org/wiki/Super_(2010_American_film),non - malicious
familytreemaker.genealogy.com/users/n/o/r/Philip--Norfleet/BOOK-0001/0005-0006.html,non - malicious
grantham.edu/colleges-and-schools/college-of-arts-and-sciences/,non - malicious
sites.google.com/site/vivianwyatt/,non - malicious
http://www.rsccaritas.ie/where-we-work/england-and-scotland?layout=default,malicious
http://grasslandhotel.com.vn/index.php/tours/culaochamtours/items/fbtrack.js,malicious
thecaucus.blogs.nytimes.com/2009/10/23/plouffe-delivers-his-book-on-air-force-one/,non - malicious
http://apechemy.fr/index.php/photos/14-2010/detail/527-24042010089?tmpl=component,malicious
tenantshaverights.com/,non - malicious
sylviabrownehypnosis.org/,non - malicious
georgerobertsins.com/starke.html,non - malicious
behaviour.org.uk/,non - malicious
videosurf.com/slim-whitaker-22583,non - malicious
en.wikipedia.org/wiki/Category:Populated_places_established_in_1887,non - malicious
movies.com/actors/lance-gross/p152261,non - malicious
listings.realbird.com/B6B4E7F2/81095.aspx,non - malicious
http://absolutebeautysalon.com/offers,malicious
http://centrobalmar.org/index.php?option=com_content&view=article&id=49&Itemid=79,malicious
http://www.vetquality.com.br/blog/item/46-yuki-westie-no-cachorrada-do-faustรฃo-2ยช-semana,malicious
unpo.org/article/11810,non - malicious
en.wikipedia.org/wiki/Art_M%C3%BBr,non - malicious
quickbabynames.com/meaning-of-Zella.html,non - malicious
encyclopedia.com/topic/Jeff_Skoll.aspx,non - malicious
real.com/,non - malicious
http://www.sgeo.net/index.php?option=com_k2&view=item&id=5:micropali&Itemid=2,malicious
mediastinger.com/coraline-2009-extra-scene-after-credits/,non - malicious
http://9779.info/%E7%9A%B1%E7%BA%B9%E7%BB%B3%E7%B2%98%E8%B4%B4%E7%94%BB/,malicious
kayfabememories.com/Regions/centralstates/cs12.htm,non - malicious
dictionary.sensagent.com/rochefort+(charente-maritime)/fr-fr/,non - malicious
ecfsdocs.fcc.gov/filings/1997/09/02/190796.html,non - malicious
vale-healthcare.com/rheumatology-clinic-consultants/,non - malicious
jazjaz.net/2007/09/incredibly-strange-album-cover-galleries.html,non - malicious
militaryaviationartifacts.com/,non - malicious
http://qz.com/397085/us-airlines-still-dominate-the-global-skies-but-chinas-are-catching-up/,non - malicious
http://rus-master.com/\321%80ะตะผะพะฝ\321%82-ะบะฒะฐ\321%80\321%82ะธ\321%80-\321%84ะพ\321%82ะพ-ะฟะต\321%82ะต\321%80ะฑ\321%83\321%80ะณ/category/4-\320%98ะทะณะพ\321%82ะพะฒะปะตะฝะธะต-ะผะตะฑะตะปะธ-ะฝะฐ-ะทะฐะบะฐะท.html,malicious
linkedin.com/in/joshschellenberg,non - malicious
http://plarium.com/de/strategiespiele/stormfall-age-of-war/news/neuer-diplomatischer-status/,non - malicious
coursework4you.co.uk/essays-and-dissertations/general-business/strategic-models/pest-analysis/C_M_47_PEST_analysis_of_Topshop_clothing_retailer.php,non - malicious
homepages.rootsweb.ancestry.com/~makaylor/gen-stew1.html,non - malicious
obits.al.com/obituaries/birmingham/obituary-preview.aspx?n=amy-beth-allen&pid=136734868&referrer=24,non - malicious
kwenzatrading.co.za,malicious
linkedin.com/pub/dir/+/Kaganov/,non - malicious
sosoxnzocpioua7qogte.littlematchagirl.com.au,malicious
maquilaportal.com/?blog/show/Zodiac-lands-investment-in-the-State-of-Chihuahua.html,non - malicious
http://mic.com/articles/116819/the-20-something-life-i-m-supposed-to-have-vs-the-life-i-can-actually-afford,non - malicious
http://www.kamasua.com.br/index.php?option=com_virtuemart&page=shop.browse&category_id=65&Itemid=128,malicious
archive.org/stream/williamhenrydrum00drumuoft/williamhenrydrum00drumuoft_djvu.txt,non - malicious
hospitalsworldwide.com/listings/6688.php,non - malicious
quickr.org/Rogers_Montreal_705_rue_Ste_Catherine_Ouest_Eaton_Centre_Unit_214_Phone_Number,non - malicious
http://themeforest.net/item/farm-charm-stylish-wp-theme-for-farmers-markets/full_screen_preview/11361029,non - malicious
geograph.org.uk/photo/205758,non - malicious
http://www.affordable-adult-vacations.com/faq/10/index.html,malicious
youtube.com/watch?v=MpyZUZxcgSY,non - malicious
pornlegends.com/HOFJulietAnderson.html,non - malicious
people.maxabout.com/farhan-akhtar,non - malicious
hisupplier.com/a-scooter-motor/,non - malicious
http://guidartes.com/index.php?option=com_virtuemart&page=shop.browse&category_id=98&Itemid=10098,malicious
http://www.learnpolish-online.pl/pl.feed?type=rss,malicious
http://9779.info/%E8%A5%BF%E7%93%9C%E5%AD%90%E7%9A%AE%E6%8B%BC%E8%B4%B4%E7%94%BB/,malicious
salon.com/writer/josh_loftin/,non - malicious
http://www.demunjones.com/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kZW11bmpvbmVzLmNvbS9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD0zMzpkZW11bi1qb25lcy10by1yZWxlYXNlLW5ldy1hbGJ1bS1xbGlnaHRxLXNvb24mY2F0aWQ9MTpuZXdzJkl0ZW1pZD0x,malicious
manta.com/c/mmfh64w/dr-james-l-cochrane-jr-md,non - malicious
mills89.com/,non - malicious
amazon.co.uk/Quantum-Leap-Complete-Collection-DVD/dp/B000SLR0BS,non - malicious
quebecsporting.com/,non - malicious
fivestarmontrealhotels.com/,non - malicious
blogs.palmbeachpost.com/marlins/2011/08/14/after-offering-advise-to-logan-morrison-wes-helms-gets-released-by-florida-marlins/,non - malicious
http://www.connexion3.gr/el/news/20-neos-diagwnismos-ion-amigdalou,malicious
coachbillydonovan.com/pages/billydonovan,non - malicious
content.usatoday.com/sportsdata/hockey/nhl/islanders/schedule,non - malicious
yro.slashdot.org/story/11/05/26/1719226/Finnish-Record-Labels-Want-To-Block-Pirate-Bay,non - malicious
http://hotlinegsm.com/products/mobile-and-tablet/apple-iphone-4-detail,malicious
cabinetalternatives.com/,non - malicious
wallstcheatsheet.com/earnings-trading-markets/american-electric-power-company-inc-third-quarter-earnings-on-deck.html/,non - malicious
http://kakaku.com/itemnavi/?pdi_name=%8e%e8%97%a0%8c%95%90%ed%91%e0%83j%83%93%83j%83%93%83W%83%83%81%5b&pdi_id=0065,non - malicious
http://www.sanluricalcio.it/index.php?option=com_content&view=category&layout=blog&id=34&Itemid=54&limitstart=40,malicious
en-gb.facebook.com/nusrat.rehman,non - malicious
wellness.com/dir/2350064/pediatrician/mo/kansas-city/maria-dycoco-childrens-mercy-hospital-md,non - malicious
traveltips24.com/Kansas_City.htm,non - malicious
hockey1.com/product-info.asp?pid=3120,non - malicious
aluvodrinks.com,malicious
turkhackteam.org,malicious
http://codep34.fr/index.php?option=com_content&view=article&id=197&Itemid=190,malicious
http://www.xj9599.com/app/member/indexs.php?path=pages&pages=help&uid=f554ab9b50d41d8cd98fra3,malicious
http://www.unfallhilfe-bayern.de/index.php/newsfeeds/4-joomla/4-joomla-developer-news,malicious
montrealbits.com/apartments/le_jeanne_mance.html,non - malicious
readingssexy.com/2010/08/07/review-jesus-land-a-memoir-julia-scheeres/,non - malicious
imdb.com/name/nm0520437/,non - malicious
eu33.com/records-Burke/,non - malicious
http://nailcenter.fr/index.php?option=com_content&view=article&id=2&Itemid=2,malicious
medlibrary.org/medwiki/Wallace_Beery,non - malicious
http://www.tepolsa.com/index.php?option=com_content&view=article&id=10&Itemid=11,malicious
divxturka.net/divx-download/76105-cherry-falls-2000-a.html,non - malicious
wiki.name.com/en/Dagmar,non - malicious
en.wikipedia.org/wiki/Willie_Davis_(baseball),non - malicious
choicehotels.com/,non - malicious
http://ap.org/Content/AP-In-The-News/2015/AP-names-administrative-correspondent-in-Hawaii,non - malicious
scromett.com/ArmyGroupA.htm,non - malicious
dzong2.blogspot.com/2009/11/oscar-foreign-film-2010-eastern-europe.html,non - malicious
creativeleisureproducts.com/servlet/StoreFront,non - malicious
findingaids.cul.columbia.edu/ead/nnc-a/ldpd_3460598/dsc,non - malicious
spiritus-temporis.com/index/bob.html,non - malicious
archive.org/stream/manualforgeneral54newh/manualforgeneral54newh_djvu.txt,non - malicious
fangraphs.com/statss.aspx?playerid=7645&position=P,non - malicious
trulia.com/CA/Oakland/94619/,non - malicious
http://kenh14.vn/sport/cat-toc-moi-cong-phuong-trong-tre-ra-ca-chuc-tuoi-20150418085853499.chn,non - malicious
http://www.korexshop.sk/index.php?option=com_virtuemart&page=shop.browse&category_id=680&Itemid=79,malicious
forum.blu-ray.com/blu-ray-pcs-laptops-drives-media-software/102650-plastic-blu-ray-disc-cases-what-sizes-they-who-makes-them.html,non - malicious
latinamerikamedia.com/,non - malicious
youronlineguide.blogspot.com/2009/05/lopez-vs-lontchi-live-streaming-juanma.html,non - malicious
youtube.com/watch?v=TxgaOwbbGy0,non - malicious
http://www.bessels.com/projecten/industrie/0626-euro-patisserie-a.html,malicious
123people.ca/s/jean+paradis,non - malicious
kevindeanmusic.com/about.html,non - malicious
http://www.stiltex-grandchef.it/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5zdGlsdGV4LWdyYW5kY2hlZi5pdC9pbmRleC5waHA%2Fb3B0aW9uPWNvbV9jb250ZW50JnZpZXc9YXJ0aWNsZSZpZD05OmNvbnRhdHRpJmNhdGlkPTQzOmNvbnRhdHRpJkl0ZW1pZD01NA==,malicious
christianpost.com/news/anglican-bishop-blasts-wests-reticence-on-christian-persecution-50137/,non - malicious
clipriot.com/,non - malicious
stingray.tv-series.com/,non - malicious
wlv.ac.uk/,non - malicious
augusta.georgia.jobs.topusajobs.com/,non - malicious
http://guianaturologia.com.br/blog/item/47-linhaรงa-\342%80%93-o-mais-novo-super-alimento-do-momento.html,malicious
http://www.chantier-naval-gatto.com/index.php?option=com_resource&controller=article&category_id=10&view=article&article=14&Itemid=4,malicious
facebook.com/pages/Greg-Chamitoff/137770596244790,non - malicious
leighlarson.com/william_adam_shidell.htm,non - malicious
woodenshipsironmen.com/Articles/Christopher.htm,non - malicious
http://www.slavia.sk/mailto/component?link=aHR0cDovL3d3dy5zbGF2aWEuc2svY2xhbmt5LW1lbnUvd2Utc3VwcG9ydGVk,malicious
http://aksniwka.com/mloda-niwka/sp-orliki-20032004/rozgrywki,malicious
genforum.genealogy.com/cote/page7.html,non - malicious
youtube.com/watch?v=sVZrne7X5ww,non - malicious
samba100anosfilme.com.br,malicious
allmusic.com/artist/bloodstone-p3708,non - malicious
tier1elitehockeyleague.com/page/show/170463-players-on-the-move,non - malicious
nei.org/newsandevents/newsreleases/entergy-nuclear-employees-win-best-of-the-best-award-for-nuclear-industry-innovation/,non - malicious
http://motthegioi.vn/showbiz/dam-vinh-hung-lam-tu-thien-tu-phat-sau-dam-tang-ong-ngoai-188152.html,non - malicious
http://www.chantier-naval-gatto.com/index.php?option=com_resource&controller=article&category_id=9&view=article&article=29&Itemid=10,malicious
http://olx.ro/i2/auto-masini-moto-ambarcatiuni/autoturisme/volkswagen/auto-masini-moto-ambarcatiuni/autoturisme/volkswagen,non - malicious
popculturemadness.com/Music/Dance.html,non - malicious
http://venturebeat.com/2015/01/29/facebook-invades-yelp-foursquare-territory-with-geo-specific-place-tips-for-iphone/,non - malicious
excelcollisionrepair.org,malicious
en.wikipedia.org/wiki/Ground_truth,non - malicious
video.sharks.nhl.com/videocenter/console?id=119569,non - malicious
northernstars.ca/actorsdef/ducharme_andre.html,non - malicious
movies.msn.com/celebrities/celebrity/denver-pyle/,non - malicious
espn.go.com/blog/los-angeles/soccer/tag/_/name/calen-carr,non - malicious
nytimes.com/2010/07/14/sports/baseball/14anderson.html,non - malicious
prevost-stuff.com/1995_prevost_voguePENDER.htm,non - malicious
nydailynews.com/topics/Richmond%20Spiders,non - malicious
reunion.com/petercarew/,non - malicious
en.wikipedia.org/wiki/C%C3%B4te-Vertu_(Montreal_Metro),non - malicious
elyrics.net/song/l/land-of-talk-lyrics.html,non - malicious
nfb.ca/film/they_chose_china/,non - malicious
bmo.instant-verification.com,malicious
http://olx.ro/i2/electronice-si-electrocasnice/telefoane-mobile/accesorii/electronice-si-electrocasnice/telefoane-mobile/accesorii,non - malicious
answers.com/topic/roy-jenkins,non - malicious
wickedmaiden.com/,non - malicious
http://apechemy.fr/index.php/actions/paques/35-noel-2009,malicious
burbageweddell.com/apscans/quebecor-cddj-apscans/,non - malicious
yelp.com/biz/ksmo-tv-62-kansas-city,non - malicious
vitals.com/doctors/Dr_Javed_Akhtar.html,non - malicious
canadabyrail.ca/maps/VIA.html,non - malicious
trueknowledge.com/q/what_nationality_is_nelly_arcan,non - malicious
http://bdnews24.com/economy/2015/05/02/adb-says-will-maintain-standards-when-cooperating-with-aiib,non - malicious
http://missionpartner.dk/index.php?limitstart=15,malicious
montrealchateauchamplain.com/accommodations.htm,non - malicious
http://www.rosstars.nl/wedstrijdverslagen/96-meisjes-a1/347-droomstart-voor-dames-4,malicious
http://distractify.com/post/related/id/55526ac84a0c4b6154d5da68/skip/20/limit/10/back/0,non - malicious
youtube.com/watch?v=UGyznrlC7nY,non - malicious
ebay.com/itm/Fletcher-Pratt-NAVYS-WAR-1944-1stEd-Illustd-/180279458026,non - malicious
http://askubuntu.com/questions/550506/how-to-alter-the-diameter-of-the-centre-when-print-to-cd-epson-r300,non - malicious
http://www.skirennlauf.de/index.php?option=com_virtuemart&Itemid=158,malicious
http://www.verrijzenisgemeenschap.nl/index.php?option=com_content&view=article&id=62&Itemid=76,malicious
zonasguraviabcp.dvoper.com,malicious
optometry.org/,non - malicious
http://siaco.it/contatti/46-eticabottegaveneta.html,malicious
